"time","date","symbol","event","actual","deviation","consensus","previous","day_value","date_time"
"01:30",2022-10-31,"CNY","Non-Manufacturing PMI(Oct)",48.7,1.71,51.9,50.6,"31",2022-10-31 12:30:00
"05:00",2022-10-31,"JPY","Annualized Housing Starts(Sep)",85700000,NA,NA,90300000,"31",2022-10-31 16:00:00
"05:00",2022-10-31,"JPY","Construction Orders (YoY)(Sep)",0.366,NA,NA,0.179,"31",2022-10-31 16:00:00
"05:00",2022-10-31,"JPY","Consumer Confidence Index(Oct)",29.9,1.13,31.5,30.8,"31",2022-10-31 16:00:00
"05:00",2022-10-31,"JPY","Housing Starts (YoY)(Sep)",0.01,0.27,0.023,0.046,"31",2022-10-31 16:00:00
"07:00",2022-10-31,"EUR","Retail Sales (MoM)(Sep)",0.009,0.49,0.003,0.014,"31",2022-10-31 18:00:00
"07:00",2022-10-31,"EUR","Retail Sales (YoY)(Sep)",0.009,0.18,0.004,0.015,"31",2022-10-31 18:00:00
"07:30",2022-10-31,"CHF","Real Retail Sales (YoY)(Sep)",0.032,0.01,0.033,0.021,"31",2022-10-31 18:30:00
"08:00",2022-10-31,"EUR","Retail Sales (YoY)(Sep)",0.001,0.4,0.011,0,"31",2022-10-31 19:00:00
"09:00",2022-10-31,"EUR","Gross Domestic Product (QoQ)(Q3) Prel",0.005,1.9,0,0.011,"31",2022-10-31 20:00:00
"09:00",2022-10-31,"EUR","Gross Domestic Product (YoY)(Q3) Prel",0.026,1.57,0.02,0.047,"31",2022-10-31 20:00:00
"09:00",2022-10-31,"EUR","Current Account Balance(Aug)",1.1e+09,NA,NA,1.34e+10,"31",2022-10-31 20:00:00
"09:30",2022-10-31,"GBP","Consumer Credit(Sep)",7.45e+10,0.53,9.78e+10,1.215e+11,"31",2022-10-31 20:30:00
"09:30",2022-10-31,"GBP","M4 Money Supply (MoM)(Sep)",0.021,4.71,0.001,0.001,"31",2022-10-31 20:30:00
"09:30",2022-10-31,"GBP","M4 Money Supply (YoY)(Sep)",0.054,NA,NA,0.039,"31",2022-10-31 20:30:00
"09:30",2022-10-31,"GBP","Mortgage Approvals(Sep)",6678900,0.04,67000,7442200,"31",2022-10-31 20:30:00
"09:30",2022-10-31,"GBP","Net Lending to Individuals (MoM)(Sep)",6.8e+09,NA,NA,7.3e+09,"31",2022-10-31 20:30:00
"10:00",2022-10-31,"EUR","Core Harmonized Index of Consumer Prices (MoM)(Oct) Prel",0.006,15,0.012,0.01,"31",2022-10-31 21:00:00
"10:00",2022-10-31,"EUR","Core Harmonized Index of Consumer Prices (YoY)(Oct) Prel",0.05,1.25,0.049,0.048,"31",2022-10-31 21:00:00
"10:00",2022-10-31,"EUR","Gross Domestic Product s.a. (QoQ)(Q3) Prel",0.002,0,0.002,0.008,"31",2022-10-31 21:00:00
"10:00",2022-10-31,"EUR","Gross Domestic Product s.a. (YoY)(Q3) Prel",0.021,0,0.021,0.041,"31",2022-10-31 21:00:00
"10:00",2022-10-31,"EUR","Harmonized Index of Consumer Prices (MoM)(Oct) Prel",0.015,3.56,0.006,0.012,"31",2022-10-31 21:00:00
"10:00",2022-10-31,"EUR","Harmonized Index of Consumer Prices (YoY)(Oct) Prel",0.107,3.69,0.102,0.099,"31",2022-10-31 21:00:00
"13:45",2022-11-01,"USD","Chicago Purchasing Managers' Index(Oct)",45.2,0.48,47,45.7,"31",2022-11-01 00:45:00
"14:30",2022-11-01,"USD","Dallas Fed Manufacturing Business Index(Oct)",19.4,0.53,15,17.2,"31",2022-11-01 01:30:00
"15:30",2022-11-01,"USD","3-Month Bill Auction",0.0407,NA,NA,0.04,"31",2022-11-01 02:30:00
"15:30",2022-11-01,"USD","6-Month Bill Auction",0.0444,NA,NA,0.0439,"31",2022-11-01 02:30:00
"21:45",2022-11-01,"NZD","Building Permits s.a. (MoM)(Sep)",0.038,1.3,0.012,0.016,"31",2022-11-01 08:45:00
"22:00",2022-11-01,"AUD","S&P Global Manufacturing PMI(Oct)",52.7,0.09,52.8,52.8,"31",2022-11-01 09:00:00
"00:30",2022-11-01,"JPY","Jibun Bank Manufacturing PMI(Oct)",50.7,0,50.7,50.7,"01",2022-11-01 11:30:00
"01:45",2022-11-01,"CNY","Caixin Manufacturing PMI(Oct)",49.2,0.16,49,48.1,"01",2022-11-01 12:45:00
"03:30",2022-11-01,"AUD","RBA Interest Rate Decision",0.0285,0,0.0285,0.026,"01",2022-11-01 14:30:00
"03:35",2022-11-01,"JPY","10-y Bond Auction",0.00248,NA,NA,0.00248,"01",2022-11-01 14:35:00
"05:30",2022-11-01,"AUD","RBA Commodity Index SDR (YoY)(Oct)",0.224,0.01,0.262,0.319,"01",2022-11-01 16:30:00
"07:00",2022-11-01,"GBP","Nationwide Housing Prices n.s.a (YoY)(Oct)",0.072,NA,NA,0.095,"01",2022-11-01 18:00:00
"07:00",2022-11-01,"GBP","Nationwide Housing Prices s.a (MoM)(Oct)",0.009,NA,NA,0,"01",2022-11-01 18:00:00
"07:00",2022-11-01,"EUR","Import Price Index (MoM)(Sep)",0.009,1.44,0.006,0.043,"01",2022-11-01 18:00:00
"07:00",2022-11-01,"EUR","Import Price Index (YoY)(Sep)",0.298,1.47,0.317,0.327,"01",2022-11-01 18:00:00
"08:00",2022-11-01,"CHF","SECO Consumer Climate (3m)(Q4)",38,NA,NA,28,"01",2022-11-01 19:00:00
"08:30",2022-11-01,"CHF","SVME - Purchasing Managers' Index(Oct)",54.9,0.89,56,57.1,"01",2022-11-01 19:30:00
"09:30",2022-11-01,"GBP","S&P Global/CIPS Manufacturing PMI(Oct)",46.2,0.17,45.8,45.8,"01",2022-11-01 20:30:00
"12:55",2022-11-01,"USD","Redbook Index (YoY)(Oct 28)",0.097,NA,NA,0.082,"01",2022-11-01 23:55:00
"13:30",2022-11-02,"CAD","S&P Global Manufacturing PMI(Oct)",48.8,0.26,49.2,49.8,"01",2022-11-02 00:30:00
"13:45",2022-11-02,"USD","S&P Global Manufacturing PMI(Oct)",50.4,0.69,49.9,49.9,"01",2022-11-02 00:45:00
"14:00",2022-11-02,"USD","Construction Spending (MoM)(Sep)",0.002,2.07,0.005,0.006,"01",2022-11-02 01:00:00
"14:00",2022-11-02,"USD","ISM Manufacturing Employment Index(Oct)",50,0.38,51.4,48.7,"01",2022-11-02 01:00:00
"14:00",2022-11-02,"USD","ISM Manufacturing New Orders Index(Oct)",49.2,0.03,49.1,47.1,"01",2022-11-02 01:00:00
"14:00",2022-11-02,"USD","ISM Manufacturing PMI(Oct)",50.2,0.15,50,50.9,"01",2022-11-02 01:00:00
"14:00",2022-11-02,"USD","ISM Manufacturing Prices Paid(Oct)",46.6,1.17,53,51.7,"01",2022-11-02 01:00:00
"14:00",2022-11-02,"USD","JOLTS Job Openings(Sep)",1071700000,1.69,1e+07,102800000,"01",2022-11-02 01:00:00
"14:30",2022-11-02,"NZD","GDT Price Index",0.039,1.06,0.006,0.046,"01",2022-11-02 01:30:00
"15:30",2022-11-02,"USD","52-Week Bill Auction",0.04505,NA,NA,0.03955,"01",2022-11-02 02:30:00
"20:30",2022-11-02,"USD","API Weekly Crude Oil Stock(Oct 28)",65300000,NA,NA,45200000,"01",2022-11-02 07:30:00
"21:30",2022-11-02,"AUD","AiG Performance of Mfg Index(Oct)",49.6,NA,NA,50.2,"01",2022-11-02 08:30:00
"21:45",2022-11-02,"NZD","Employment Change(Q3)",0.013,1.13,0.005,0,"01",2022-11-02 08:45:00
"21:45",2022-11-02,"NZD","Labour Cost Index (QoQ)(Q3)",0.011,0,0.011,0.013,"01",2022-11-02 08:45:00
"21:45",2022-11-02,"NZD","Labour Cost Index (YoY)(Q3)",0.038,0,0.038,0.034,"01",2022-11-02 08:45:00
"21:45",2022-11-02,"NZD","Participation Rate(Q3)",0.717,2.31,0.71,0.709,"01",2022-11-02 08:45:00
"21:45",2022-11-02,"NZD","Unemployment Rate(Q3)",0.033,0.36,0.032,0.033,"01",2022-11-02 08:45:00
"23:50",2022-11-02,"JPY","Monetary Base (YoY)(Oct)",0.069,1.33,0.049,0.033,"01",2022-11-02 10:50:00
"00:01",2022-11-02,"GBP","BRC Shop Price Index (YoY)(Sep)",0.066,NA,NA,0.057,"02",2022-11-02 11:01:00
"00:30",2022-11-02,"AUD","Building Permits (MoM)(Sep)",0.058,0.09,0.07,0.231,"02",2022-11-02 11:30:00
"00:30",2022-11-02,"AUD","Building Permits (YoY)(Sep)",0.13,NA,NA,0.095,"02",2022-11-02 11:30:00
"00:30",2022-11-02,"AUD","Home Loans(Sep)",0.093,1.86,0.025,0.027,"02",2022-11-02 11:30:00
"00:30",2022-11-02,"AUD","Investment Lending for Homes(Sep)",0.06,NA,NA,0.048,"02",2022-11-02 11:30:00
"07:00",2022-11-02,"EUR","Exports (MoM)(Sep)",0.005,0.4,0.001,0.029,"02",2022-11-02 18:00:00
"07:00",2022-11-02,"EUR","Imports (MoM)(Sep)",0.023,0.91,0.004,0.049,"02",2022-11-02 18:00:00
"07:00",2022-11-02,"EUR","Trade Balance s.a.(Sep)",3.7e+09,0.86,7e+08,1.2e+09,"02",2022-11-02 18:00:00
"07:45",2022-11-02,"EUR","Budget Balance(Sep)",1.4661e+12,NA,NA,1.499e+11,"02",2022-11-02 18:45:00
"08:15",2022-11-02,"EUR","S&P Global Manufacturing PMI(Oct)",44.7,2.59,47.5,49,"02",2022-11-02 19:15:00
"08:45",2022-11-02,"EUR","S&P Global Manufacturing PMI(Oct)",46.5,0.48,46.9,48.3,"02",2022-11-02 19:45:00
"08:50",2022-11-02,"EUR","S&P Global Manufacturing PMI(Oct)",47.2,0.17,47.4,47.4,"02",2022-11-02 19:50:00
"08:55",2022-11-02,"EUR","S&P Global/BME Manufacturing PMI(Oct)",45.1,0.61,45.7,45.7,"02",2022-11-02 19:55:00
"08:55",2022-11-02,"EUR","Unemployment Change(Oct)",8000,0.13,15000,14000,"02",2022-11-02 19:55:00
"08:55",2022-11-02,"EUR","Unemployment Rate s.a.(Oct)",0.055,0,0.055,0.055,"02",2022-11-02 19:55:00
"09:00",2022-11-02,"EUR","S&P Global Manufacturing PMI(Oct)",46.4,0.33,46.6,46.6,"02",2022-11-02 20:00:00
"10:30",2022-11-02,"EUR","10-y Bond Auction",0.0207,NA,NA,0.0233,"02",2022-11-02 21:30:00
"11:00",2022-11-02,"USD","MBA Mortgage Applications(Oct 28)",0.005,NA,NA,0.017,"02",2022-11-02 22:00:00
"12:15",2022-11-02,"USD","ADP Employment Change(Oct)",239000,0.54,195000,192000,"02",2022-11-02 23:15:00
"14:30",2022-11-03,"USD","EIA Crude Oil Stocks Change(Oct 28)",311500000,0.89,36700000,258800000,"02",2022-11-03 01:30:00
"18:00",2022-11-03,"USD","Fed Interest Rate Decision",0.04,0,0.04,0.0325,"02",2022-11-03 05:00:00
"19:30",2022-11-03,"USD","Total Vehicle Sales(Oct)",14900000,NA,NA,13500000,"02",2022-11-03 06:30:00
"22:00",2022-11-03,"AUD","S&P Global Composite PMI(Oct)",49.8,NA,NA,49.6,"02",2022-11-03 09:00:00
"22:00",2022-11-03,"AUD","S&P Global Services PMI(Oct)",49.3,0.13,49,49,"02",2022-11-03 09:00:00
"00:00",2022-11-03,"NZD","ANZ Commodity Price(Oct)",0.034,1.84,0.021,0.006,"03",2022-11-03 11:00:00
"00:30",2022-11-03,"AUD","Exports (MoM)(Sep)",0.07,NA,NA,0.027,"03",2022-11-03 11:30:00
"00:30",2022-11-03,"AUD","Imports (MoM)(Sep)",0.004,NA,NA,0.041,"03",2022-11-03 11:30:00
"00:30",2022-11-03,"AUD","Trade Balance (MoM)(Sep)",12,0.9,8,8,"03",2022-11-03 11:30:00
"01:45",2022-11-03,"CNY","Caixin Services PMI(Oct)",48.4,NA,NA,49.3,"03",2022-11-03 12:45:00
"07:30",2022-11-03,"CHF","Consumer Price Index (MoM)(Oct)",0.001,0.44,0.002,0.002,"03",2022-11-03 18:30:00
"07:30",2022-11-03,"CHF","Consumer Price Index (YoY)(Oct)",0.03,1.08,0.032,0.033,"03",2022-11-03 18:30:00
"08:00",2022-11-03,"EUR","Unemployment Change(Oct)",2702700,NA,NA,1767900,"03",2022-11-03 19:00:00
"09:00",2022-11-03,"EUR","Unemployment(Sep)",0.079,0.71,0.078,0.079,"03",2022-11-03 20:00:00
"09:30",2022-11-03,"GBP","S&P Global/CIPS Composite PMI(Oct)",48.2,1.46,47.2,47.2,"03",2022-11-03 20:30:00
"09:30",2022-11-03,"GBP","S&P Global/CIPS Services PMI(Oct)",48.8,1.3,47.5,47.5,"03",2022-11-03 20:30:00
"09:40",2022-11-03,"EUR","10-y Obligaciones Auction",0.03306,NA,NA,0.03225,"03",2022-11-03 20:40:00
"09:40",2022-11-03,"EUR","5-y Bond Auction",0.02667,NA,NA,0.02228,"03",2022-11-03 20:40:00
"09:50",2022-11-03,"EUR","10-y Bond Auction",0.0276,NA,NA,0.0259,"03",2022-11-03 20:50:00
"10:00",2022-11-03,"EUR","Unemployment Rate(Sep)",0.066,0,0.066,0.067,"03",2022-11-03 21:00:00
"11:30",2022-11-03,"USD","Challenger Job Cuts(Oct)",3384300,NA,NA,2998900,"03",2022-11-03 22:30:00
"12:00",2022-11-03,"GBP","BoE Interest Rate Decision",0.03,0,0.03,0.0225,"03",2022-11-03 23:00:00
"12:00",2022-11-03,"GBP","BoE MPC Vote Rate Cut",0,NA,0,0,"03",2022-11-03 23:00:00
"12:00",2022-11-03,"GBP","BoE MPC Vote Rate Hike",9,0,9,9,"03",2022-11-03 23:00:00
"12:00",2022-11-03,"GBP","BoE MPC Vote Rate Unchanged",0,NA,0,0,"03",2022-11-03 23:00:00
"12:30",2022-11-03,"USD","Continuing Jobless Claims(Oct 21)",148500000,0.87,14500000,143800000,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Goods and Services Trade Balance(Sep)",7.328e+11,1.01,7.22e+10,6.568e+11,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Goods Trade Balance(Sep)",9.27e+10,NA,NA,9.22e+10,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Initial Jobless Claims(Oct 28)",217000,0.21,220000,218000,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Initial Jobless Claims 4-week average(Oct 28)",2187500,NA,NA,2192500,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Nonfarm Productivity(Q3) Prel",0.003,0.33,0.006,0.041,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"USD","Unit Labor Costs(Q3) Prel",0.035,0.8,0.041,0.089,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"CAD","Building Permits (MoM)(Sep)",0.175,1.83,0.061,0.12,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"CAD","Exports(Sep)",6.637e+11,NA,NA,6.549e+11,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"CAD","Imports(Sep)",6.523e+11,NA,NA,6.494e+11,"03",2022-11-03 23:30:00
"12:30",2022-11-03,"CAD","International Merchandise Trade(Sep)",1.14e+10,0.12,1.34e+10,5.5e+09,"03",2022-11-03 23:30:00
"13:45",2022-11-04,"USD","S&P Global Composite PMI(Oct)",48.2,0.36,47.3,47.3,"03",2022-11-04 00:45:00
"13:45",2022-11-04,"USD","S&P Global Services PMI(Oct)",47.8,0.39,46.6,46.6,"03",2022-11-04 00:45:00
"14:00",2022-11-04,"USD","Factory Orders (MoM)(Sep)",0.003,0,0.003,0.002,"03",2022-11-04 01:00:00
"14:00",2022-11-04,"USD","ISM Services Employment Index(Oct)",49.1,1.17,51.6,53,"03",2022-11-04 01:00:00
"14:00",2022-11-04,"USD","ISM Services New Orders Index(Oct)",56.5,0.53,58.8,60.6,"03",2022-11-04 01:00:00
"14:00",2022-11-04,"USD","ISM Services PMI(Oct)",54.4,0.89,55.5,56.7,"03",2022-11-04 01:00:00
"14:00",2022-11-04,"USD","ISM Services Prices Paid(Oct)",70.7,0.22,71.3,68.7,"03",2022-11-04 01:00:00
"14:30",2022-11-04,"USD","EIA Natural Gas Storage Change(Oct 28)",1.07e+11,0.92,9.7e+10,5.2e+10,"03",2022-11-04 01:30:00
"15:30",2022-11-04,"USD","4-Week Bill Auction",0.0362,NA,NA,0.036,"03",2022-11-04 02:30:00
"21:30",2022-11-04,"AUD","AiG Performance of Construction Index(Oct)",43.3,NA,NA,46.5,"03",2022-11-04 08:30:00
"23:50",2022-11-04,"JPY","Foreign Bond Investment(Oct 28)",1,NA,NA,1.481e+11,"03",2022-11-04 10:50:00
"23:50",2022-11-04,"JPY","Foreign Investment in Japan Stocks(Oct 28)",3.37e+11,NA,NA,3.533e+11,"03",2022-11-04 10:50:00
"00:30",2022-11-04,"JPY","Jibun Bank Services PMI(Oct)",53.2,0.15,53,53,"04",2022-11-04 11:30:00
"00:30",2022-11-04,"AUD","Retail Sales (QoQ)(Q3)",0.002,NA,0.004,0.01,"04",2022-11-04 11:30:00
"07:00",2022-11-04,"EUR","Factory Orders n.s.a. (YoY)(Sep)",0.108,0.39,0.088,0.038,"04",2022-11-04 18:00:00
"07:00",2022-11-04,"EUR","Factory Orders s.a. (MoM)(Sep)",0.04,2.45,0.005,0.02,"04",2022-11-04 18:00:00
"07:45",2022-11-04,"EUR","Industrial Output (MoM)(Sep)",0.008,0.14,0.01,0.027,"04",2022-11-04 18:45:00
"08:00",2022-11-04,"EUR","Industrial Output Cal Adjusted (YoY)(Sep)",0.036,0.04,0.037,0.055,"04",2022-11-04 19:00:00
"08:15",2022-11-04,"EUR","S&P Global Services PMI(Oct)",49.7,0.95,48.3,48.5,"04",2022-11-04 19:15:00
"08:45",2022-11-04,"EUR","S&P Global Services PMI(Oct)",46.4,1.61,48.5,48.8,"04",2022-11-04 19:45:00
"08:50",2022-11-04,"EUR","S&P Global Composite PMI(Oct)",50.2,0.25,50,50,"04",2022-11-04 19:50:00
"08:50",2022-11-04,"EUR","S&P Global Services PMI(Oct)",51.7,0.28,51.3,51.3,"04",2022-11-04 19:50:00
"08:55",2022-11-04,"EUR","S&P Global/BME Composite PMI(Oct)",45.1,2.02,44.1,44.1,"04",2022-11-04 19:55:00
"08:55",2022-11-04,"EUR","S&P Global/BME Services PMI(Oct)",46.5,2.44,44.9,44.9,"04",2022-11-04 19:55:00
"09:00",2022-11-04,"EUR","S&P Global Composite PMI(Oct)",47.3,0.94,47.1,47.1,"04",2022-11-04 20:00:00
"09:00",2022-11-04,"EUR","S&P Global Services PMI(Oct)",48.6,0.8,48.2,48.2,"04",2022-11-04 20:00:00
"09:30",2022-11-04,"GBP","S&P Global Construction PMI(Oct)",53.2,1.02,50.5,52.3,"04",2022-11-04 20:30:00
"10:00",2022-11-04,"EUR","Producer Price Index (MoM)(Sep)",0.016,0.12,0.017,0.05,"04",2022-11-04 21:00:00
"10:00",2022-11-04,"EUR","Producer Price Index (YoY)(Sep)",0.419,0.09,0.42,0.434,"04",2022-11-04 21:00:00
"12:30",2022-11-04,"USD","Average Hourly Earnings (MoM)(Oct)",0.004,0.91,0.003,0.003,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","Average Hourly Earnings (YoY)(Oct)",0.047,0,0.047,0.05,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","Average Weekly Hours(Oct)",34.5,0,34.5,34.5,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","Labor Force Participation Rate(Oct)",0.622,NA,NA,0.623,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","Nonfarm Payrolls(Oct)",261000,0.63,2e+05,350000,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","U6 Underemployment Rate(Oct)",0.068,0,0.068,0.067,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"USD","Unemployment Rate(Oct)",0.037,0.71,0.036,0.035,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"CAD","Average Hourly Wages (YoY)(Oct)",0.055,NA,NA,0.052,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"CAD","Net Change in Employment(Oct)",108300,3.14,10000,21100,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"CAD","Participation Rate(Oct)",0.649,0.83,0.647,0.647,"04",2022-11-04 23:30:00
"12:30",2022-11-04,"CAD","Unemployment Rate(Oct)",0.052,0.45,0.053,0.052,"04",2022-11-04 23:30:00
"14:00",2022-11-05,"CAD","Ivey Purchasing Managers Index(Oct)",51.4,NA,NA,55.9,"04",2022-11-05 01:00:00
"14:00",2022-11-05,"CAD","Ivey Purchasing Managers Index s.a(Oct)",50.1,NA,NA,59.5,"04",2022-11-05 01:00:00
"17:00",2022-11-05,"USD","Baker Hughes US Oil Rig Count",613,NA,NA,610,"04",2022-11-05 04:00:00
"19:30",2022-11-05,"USD","CFTC Gold NC Net Positions",64600,NA,NA,68000,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"USD","CFTC Oil NC Net Positions",254800,NA,NA,249100,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"USD","CFTC S&P 500 NC Net Positions",175100,NA,NA,219100,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"GBP","CFTC GBP NC Net Positions",44800,NA,NA,47800,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"JPY","CFTC JPY NC Net Positions",77600,NA,NA,102600,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"EUR","CFTC EUR NC Net Positions",105800,NA,NA,74900,"04",2022-11-05 06:30:00
"19:30",2022-11-05,"AUD","CFTC AUD NC Net Positions",50500,NA,NA,51400,"04",2022-11-05 06:30:00
"03:00",2022-11-07,"CNY","Exports (YoY)(Oct)",0.003,0.94,0.043,0.057,"07",2022-11-07 14:00:00
"03:00",2022-11-07,"CNY","Exports (YoY) CNY(Oct)",0.07,0.96,0.148,0.107,"07",2022-11-07 14:00:00
"03:00",2022-11-07,"CNY","Imports (YoY)(Oct)",0.007,0.64,0.001,0.003,"07",2022-11-07 14:00:00
"03:00",2022-11-07,"CNY","Imports (YoY) CNY(Oct)",0.068,0.1,0.06,0.052,"07",2022-11-07 14:00:00
"03:00",2022-11-07,"CNY","Trade Balance CNY(Oct)",5.8681e+12,0.21,5.6534e+12,5.7357e+12,"07",2022-11-07 14:00:00
"03:00",2022-11-07,"CNY","Trade Balance USD(Oct)",8.515e+11,0.83,9.595e+11,8.474e+11,"07",2022-11-07 14:00:00
"06:45",2022-11-07,"CHF","Unemployment Rate s.a (MoM)(Oct)",0.021,0,0.021,0.021,"07",2022-11-07 17:45:00
"07:00",2022-11-07,"GBP","Halifax House Prices (MoM)(Oct)",0.004,2.07,0.012,0.001,"07",2022-11-07 18:00:00
"07:00",2022-11-07,"GBP","Halifax House Prices (YoY/3m)(Oct)",0.083,0,0.083,0.098,"07",2022-11-07 18:00:00
"07:00",2022-11-07,"EUR","Industrial Production n.s.a. w.d.a. (YoY)(Sep)",0.026,0.49,0.005,0.016,"07",2022-11-07 18:00:00
"07:00",2022-11-07,"EUR","Industrial Production s.a. (MoM)(Sep)",0.006,3.62,0.008,0.012,"07",2022-11-07 18:00:00
"08:00",2022-11-07,"CNY","Foreign Exchange Reserves (MoM)(Oct)",3.052,1,3.018,3.029,"07",2022-11-07 19:00:00
"08:00",2022-11-07,"CHF","Foreign Currency Reserves(Oct)",8.17e+11,NA,NA,8.06e+10,"07",2022-11-07 19:00:00
"09:30",2022-11-07,"EUR","Sentix Investor Confidence(Nov)",30.9,1.11,35,38.3,"07",2022-11-07 20:30:00
"16:30",2022-11-08,"USD","3-Month Bill Auction",0.0412,NA,NA,0.0407,"07",2022-11-08 03:30:00
"16:30",2022-11-08,"USD","6-Month Bill Auction",0.0449,NA,NA,0.0444,"07",2022-11-08 03:30:00
"20:00",2022-11-08,"USD","Consumer Credit Change(Sep)",2.498e+11,0.52,3e+10,3.224e+11,"07",2022-11-08 07:00:00
"22:30",2022-11-08,"AUD","AiG Performance of Services Index(Oct)",47.7,NA,NA,48,"07",2022-11-08 09:30:00
"23:30",2022-11-08,"JPY","Labor Cash Earnings (YoY)(Sep)",0.021,0.13,0.02,0.017,"07",2022-11-08 10:30:00
"23:30",2022-11-08,"JPY","Overall Household Spending (YoY)(Sep)",0.023,0.26,0.027,0.051,"07",2022-11-08 10:30:00
"23:30",2022-11-08,"AUD","Westpac Consumer Confidence(Nov)",0.069,NA,NA,0.009,"07",2022-11-08 10:30:00
"23:50",2022-11-08,"JPY","JP Foreign Reserves(Oct)",1,NA,NA,1,"07",2022-11-08 10:50:00
"00:01",2022-11-08,"GBP","BRC Like-For-Like Retail Sales (YoY)(Oct)",0.012,0.04,0.015,0.018,"08",2022-11-08 11:01:00
"00:30",2022-11-08,"AUD","National Australia Bank's Business Conditions(Oct)",22,0.38,20,25,"08",2022-11-08 11:30:00
"00:30",2022-11-08,"AUD","National Australia Bank's Business Confidence(Oct)",0,1.32,5,5,"08",2022-11-08 11:30:00
"02:00",2022-11-08,"NZD","RBNZ Inflation Expectations (QoQ)(Q4)",0.0362,NA,NA,0.0307,"08",2022-11-08 13:00:00
"05:00",2022-11-08,"JPY","Coincident Index(Sep) Prel",101.1,3.21,102.4,101.8,"08",2022-11-08 16:00:00
"05:00",2022-11-08,"JPY","Leading Economic Index(Sep) Prel",97.4,3.67,101.6,101.3,"08",2022-11-08 16:00:00
"07:45",2022-11-08,"EUR","Current Account(Sep)",7.3e+09,3.22,5.2e+09,1.4e+09,"08",2022-11-08 18:45:00
"07:45",2022-11-08,"EUR","Exports, EUR(Sep)",5.2014e+12,NA,NA,5.1792e+12,"08",2022-11-08 18:45:00
"07:45",2022-11-08,"EUR","Imports, EUR(Sep)",6.953e+11,NA,NA,6.709e+11,"08",2022-11-08 18:45:00
"07:45",2022-11-08,"EUR","Nonfarm Payrolls (QoQ)(Q3) Prel",0.004,1.34,0.005,0.004,"08",2022-11-08 18:45:00
"07:45",2022-11-08,"EUR","Trade Balance EUR(Sep)",1.749e+11,3.32,1.5438e+12,1.53e+10,"08",2022-11-08 18:45:00
"09:00",2022-11-08,"EUR","Retail Sales n.s.a (YoY)(Sep)",0.041,0.55,0.052,0.044,"08",2022-11-08 20:00:00
"09:00",2022-11-08,"EUR","Retail Sales s.a. (MoM)(Sep)",0.005,0.18,0.003,0.003,"08",2022-11-08 20:00:00
"09:40",2022-11-08,"EUR","12-Month Letras Auction",0.02537,NA,NA,0.01962,"08",2022-11-08 20:40:00
"09:40",2022-11-08,"EUR","6-Month Letras Auction",0.02003,NA,NA,0.01553,"08",2022-11-08 20:40:00
"10:00",2022-11-08,"EUR","Retail Sales (MoM)(Sep)",0.004,0,0.004,0,"08",2022-11-08 21:00:00
"10:00",2022-11-08,"EUR","Retail Sales (YoY)(Sep)",0.006,0.39,0.013,0.014,"08",2022-11-08 21:00:00
"11:00",2022-11-08,"USD","NFIB Business Optimism Index(Oct)",91.3,NA,NA,92.1,"08",2022-11-08 22:00:00
"13:55",2022-11-09,"USD","Redbook Index (YoY)(Nov 4)",0.076,NA,NA,0.097,"08",2022-11-09 00:55:00
"15:00",2022-11-09,"USD","IBD/TIPP Economic Optimism (MoM)(Nov)",40.4,NA,NA,41.6,"08",2022-11-09 02:00:00
"18:00",2022-11-09,"USD","3-Year Note Auction",0.04605,NA,NA,0.04318,"08",2022-11-09 05:00:00
"21:30",2022-11-09,"USD","API Weekly Crude Oil Stock(Nov 4)",561800000,NA,NA,65300000,"08",2022-11-09 08:30:00
"21:45",2022-11-09,"NZD","Electronic Card Retail Sales  (MoM)(Oct)",0.01,0.22,0.002,0.013,"08",2022-11-09 08:45:00
"21:45",2022-11-09,"NZD","Electronic Card Retail Sales (YoY)(Oct)",0.166,2.15,0.114,0.286,"08",2022-11-09 08:45:00
