"time","date","symbol","event","actual","deviation","consensus","previous","day_value","date_time"
"08:40",2022-10-20,"EUR","3-y Bond Auction",0.02663,NA,NA,0.01808,"20",2022-10-20 19:40:00
"12:30",2022-10-20,"USD","Continuing Jobless Claims(Oct 7)",138500000,0.2,137500000,136400000,"20",2022-10-20 23:30:00
"12:30",2022-10-20,"USD","Initial Jobless Claims(Oct 14)",214000,1.14,230000,226000,"20",2022-10-20 23:30:00
"12:30",2022-10-20,"USD","Initial Jobless Claims 4-week average(Oct 14)",2122500,NA,NA,21100,"20",2022-10-20 23:30:00
"12:30",2022-10-20,"USD","Philadelphia Fed Manufacturing Survey(Oct)",8.7,0.4,5,9.9,"20",2022-10-20 23:30:00
"12:30",2022-10-20,"CAD","Employment Insurance Beneficiaries Change (MoM)(Aug)",0.041,NA,NA,0.029,"20",2022-10-20 23:30:00
"14:00",2022-10-21,"USD","Existing Home Sales (MoM)(Sep)",47100000,0.08,4700000,47800000,"20",2022-10-21 01:00:00
"14:00",2022-10-21,"USD","Existing Home Sales Change (MoM)(Sep)",0.015,NA,NA,0.008,"20",2022-10-21 01:00:00
"14:30",2022-10-21,"USD","EIA Natural Gas Storage Change(Oct 14)",1.11e+11,0.71,1.05e+11,1.25e+11,"20",2022-10-21 01:30:00
"15:30",2022-10-21,"USD","4-Week Bill Auction",0.0343,NA,NA,0.0325,"20",2022-10-21 02:30:00
"21:45",2022-10-21,"NZD","Exports(Sep)",6.03e+10,NA,NA,5.29e+10,"20",2022-10-21 08:45:00
"21:45",2022-10-21,"NZD","Imports(Sep)",7.64e+10,NA,NA,7.92e+10,"20",2022-10-21 08:45:00
"21:45",2022-10-21,"NZD","Trade Balance NZD (MoM)(Sep)",1,1.1,2,2,"20",2022-10-21 08:45:00
"21:45",2022-10-21,"NZD","Trade Balance NZD (YoY)(Sep)",1.195e+11,3.94,1.319e+11,1.25e+10,"20",2022-10-21 08:45:00
"23:01",2022-10-21,"GBP","GfK Consumer Confidence(Oct)",47,1.79,52,49,"20",2022-10-21 10:01:00
"23:30",2022-10-21,"JPY","National Consumer Price Index (YoY)(Sep)",0.03,0.21,0.031,0.03,"20",2022-10-21 10:30:00
"23:30",2022-10-21,"JPY","National CPI ex Food, Energy (YoY)(Sep)",0.018,0.34,0.02,0.016,"20",2022-10-21 10:30:00
"23:30",2022-10-21,"JPY","National CPI ex-Fresh Food (YoY)(Sep)",0.03,0,0.03,0.028,"20",2022-10-21 10:30:00
"02:00",2022-10-21,"NZD","Credit Card Spending (YoY)(Sep)",0.341,NA,NA,0.293,"21",2022-10-21 13:00:00
"06:00",2022-10-21,"GBP","Public Sector Net Borrowing(Sep)",1.9248e+12,0.01,1.9325e+12,8.58e+10,"21",2022-10-21 17:00:00
"06:00",2022-10-21,"GBP","Retail Sales (MoM)(Sep)",0.014,1.05,0.005,0.017,"21",2022-10-21 17:00:00
"06:00",2022-10-21,"GBP","Retail Sales (YoY)(Sep)",0.069,1.6,0.05,0.056,"21",2022-10-21 17:00:00
"06:00",2022-10-21,"GBP","Retail Sales ex-Fuel (MoM)(Sep)",0.015,1.48,0.003,0.017,"21",2022-10-21 17:00:00
"06:00",2022-10-21,"GBP","Retail Sales ex-Fuel (YoY)(Sep)",0.062,1.63,0.041,0.053,"21",2022-10-21 17:00:00
"12:30",2022-10-21,"CAD","New Housing Price Index (MoM)(Sep)",0.001,NA,NA,0.001,"21",2022-10-21 23:30:00
"12:30",2022-10-21,"CAD","New Housing Price Index (YoY)(Sep)",0.063,NA,NA,0.069,"21",2022-10-21 23:30:00
"12:30",2022-10-21,"CAD","Retail Sales (MoM)(Aug)",0.007,0.63,0.002,0.022,"21",2022-10-21 23:30:00
"12:30",2022-10-21,"CAD","Retail Sales ex Autos (MoM)(Aug)",0.007,0.32,0.004,0.025,"21",2022-10-21 23:30:00
"14:00",2022-10-22,"EUR","Consumer Confidence(Oct) Prel",27.6,1.24,30,28.8,"21",2022-10-22 01:00:00
"14:30",2022-10-22,"USD","Monthly Budget Statement(Sep)",4.3e+11,NA,NA,2.2e+11,"21",2022-10-22 01:30:00
"17:00",2022-10-22,"USD","Baker Hughes US Oil Rig Count",612,NA,NA,610,"21",2022-10-22 04:00:00
"19:30",2022-10-22,"USD","CFTC Gold NC Net Positions",77000,NA,NA,94400,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"USD","CFTC Oil NC Net Positions",251500,NA,NA,259200,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"USD","CFTC S&P 500 NC Net Positions",223200,NA,NA,164100,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"GBP","CFTC GBP NC Net Positions",51200,NA,NA,39200,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"JPY","CFTC JPY NC Net Positions",94300,NA,NA,77400,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"EUR","CFTC EUR NC Net Positions",48100,NA,NA,37500,"21",2022-10-22 06:30:00
"19:30",2022-10-22,"AUD","CFTC AUD NC Net Positions",35400,NA,NA,31300,"21",2022-10-22 06:30:00
"22:00",2022-10-24,"AUD","S&P Global Composite PMI(Oct) Prel",49.6,NA,NA,50.9,"23",2022-10-24 09:00:00
"22:00",2022-10-24,"AUD","S&P Global Manufacturing PMI(Oct) Prel",52.8,0.29,52.5,53.5,"23",2022-10-24 09:00:00
"22:00",2022-10-24,"AUD","S&P Global Services PMI(Oct) Prel",49,0.64,50.5,50.6,"23",2022-10-24 09:00:00
"00:30",2022-10-24,"JPY","Jibun Bank Manufacturing PMI(Oct) Prel",50.7,0.64,50.4,50.8,"24",2022-10-24 11:30:00
"00:30",2022-10-24,"JPY","Jibun Bank Services PMI(Oct) Prel",53,0.64,52.1,52.2,"24",2022-10-24 11:30:00
"01:30",2022-10-24,"CNY","Fixed Asset Investment (YTD) (YoY)(Sep)",0.059,0.34,0.06,0.058,"24",2022-10-24 12:30:00
"01:30",2022-10-24,"CNY","Gross Domestic Product (QoQ)(Q3)",0.039,0.63,0.035,0.027,"24",2022-10-24 12:30:00
"01:30",2022-10-24,"CNY","Gross Domestic Product (YoY)(Q3)",0.039,1.26,0.034,0.004,"24",2022-10-24 12:30:00
"01:30",2022-10-24,"CNY","House Price Index (Sep)",0.015,NA,NA,0.013,"24",2022-10-24 12:30:00
"01:30",2022-10-24,"CNY","Industrial Production (YoY)(Sep)",0.063,1.07,0.045,0.042,"24",2022-10-24 12:30:00
"01:30",2022-10-24,"CNY","Retail Sales (YoY)(Sep)",0.025,0.27,0.033,0.054,"24",2022-10-24 12:30:00
"03:00",2022-10-24,"CNY","Exports (YoY)(Sep)",0.057,0.32,0.041,0.071,"24",2022-10-24 14:00:00
"03:00",2022-10-24,"CNY","Exports (YoY) CNY(Sep)",0.107,0.5,0.148,0.118,"24",2022-10-24 14:00:00
"03:00",2022-10-24,"CNY","Imports (YoY)(Sep)",0.003,0.39,0.01,0.003,"24",2022-10-24 14:00:00
"03:00",2022-10-24,"CNY","Imports (YoY) CNY(Sep)",0.052,0.09,0.06,0.046,"24",2022-10-24 14:00:00
"03:00",2022-10-24,"CNY","Trade Balance CNY(Sep)",5.7357e+12,0.07,5.6534e+12,5.3591e+12,"24",2022-10-24 14:00:00
"03:00",2022-10-24,"CNY","Trade Balance USD(Sep)",8.474e+11,0.28,8.1e+10,7.939e+11,"24",2022-10-24 14:00:00
"07:15",2022-10-24,"EUR","S&P Global Composite PMI(Oct) Prel",50,0.35,50.3,51.2,"24",2022-10-24 18:15:00
"07:15",2022-10-24,"EUR","S&P Global Manufacturing PMI(Oct) Prel",47.4,0.26,47.1,47.7,"24",2022-10-24 18:15:00
"07:15",2022-10-24,"EUR","S&P Global Services PMI(Oct) Prel",51.3,0.14,51.5,52.9,"24",2022-10-24 18:15:00
"07:30",2022-10-24,"EUR","S&P Global/BME Composite PMI(Oct) Prel",44.1,3.83,45.3,45.7,"24",2022-10-24 18:30:00
"07:30",2022-10-24,"EUR","S&P Global/BME Manufacturing PMI(Oct) Prel",45.7,1.61,47,47.8,"24",2022-10-24 18:30:00
"07:30",2022-10-24,"EUR","S&P Global/BME Services PMI(Oct) Prel",44.9,0.27,44.7,45,"24",2022-10-24 18:30:00
"08:00",2022-10-24,"EUR","S&P Global Composite PMI(Oct) Prel",47.1,1.47,47.5,48.1,"24",2022-10-24 19:00:00
"08:00",2022-10-24,"EUR","S&P Global Manufacturing PMI(Oct) Prel",46.6,3.65,47.8,48.4,"24",2022-10-24 19:00:00
"08:00",2022-10-24,"EUR","S&P Global Services PMI(Oct) Prel",48.2,0,48.2,48.8,"24",2022-10-24 19:00:00
"08:30",2022-10-24,"GBP","S&P Global/CIPS Composite PMI(Oct) Prel",47.2,1.36,48.1,49.1,"24",2022-10-24 19:30:00
"08:30",2022-10-24,"GBP","S&P Global/CIPS Manufacturing PMI(Oct) Prel",45.8,0.95,48,48.4,"24",2022-10-24 19:30:00
"08:30",2022-10-24,"GBP","S&P Global/CIPS Services PMI(Oct) Prel",47.5,1.69,49,50,"24",2022-10-24 19:30:00
"12:30",2022-10-24,"USD","Chicago Fed National Activity Index (Sep)",0.1,0.43,0.04,0.1,"24",2022-10-24 23:30:00
"13:45",2022-10-25,"USD","S&P Global Composite PMI(Oct) Prel",47.3,0.78,49.1,49.5,"24",2022-10-25 00:45:00
"13:45",2022-10-25,"USD","S&P Global Manufacturing PMI(Oct) Prel",49.9,2.83,51.2,52,"24",2022-10-25 00:45:00
"13:45",2022-10-25,"USD","S&P Global Services PMI(Oct) Prel",46.6,0.88,49.2,49.3,"24",2022-10-25 00:45:00
"15:30",2022-10-25,"USD","3-Month Bill Auction",0.04,NA,NA,0.0382,"24",2022-10-25 02:30:00
"15:30",2022-10-25,"USD","6-Month Bill Auction",0.0439,NA,NA,0.04245,"24",2022-10-25 02:30:00
"08:00",2022-10-25,"EUR","IFO – Business Climate(Oct)",84.3,0.55,83.3,84.4,"25",2022-10-25 19:00:00
"08:00",2022-10-25,"EUR","IFO – Current Assessment(Oct)",94.1,1.25,92.4,94.5,"25",2022-10-25 19:00:00
"08:00",2022-10-25,"EUR","IFO – Expectations(Oct)",75.6,0.31,75,75.3,"25",2022-10-25 19:00:00
"12:55",2022-10-25,"USD","Redbook Index (YoY)(Oct 21)",0.082,NA,NA,0.08,"25",2022-10-25 23:55:00
"13:00",2022-10-26,"USD","Housing Price Index (MoM)(Aug)",0.007,0.62,0.003,0.006,"25",2022-10-26 00:00:00
"13:00",2022-10-26,"USD","S&P/Case-Shiller Home Price Indices (YoY)(Aug)",0.131,1.66,0.144,0.16,"25",2022-10-26 00:00:00
"14:00",2022-10-26,"USD","Richmond Fed Manufacturing Index(Oct)",10,0.64,2,0,"25",2022-10-26 01:00:00
"17:00",2022-10-26,"USD","2-Year Note Auction",0.0446,NA,NA,0.0429,"25",2022-10-26 04:00:00
"20:30",2022-10-26,"USD","API Weekly Crude Oil Stock(Oct 21)",45200000,NA,NA,12700000,"25",2022-10-26 07:30:00
"23:50",2022-10-26,"JPY","Corporate Service Price Index (YoY)(Sep)",0.021,0.78,0.018,0.02,"25",2022-10-26 10:50:00
"00:00",2022-10-26,"NZD","ANZ Activity Outlook(Oct)",0.025,0.05,0.029,0.018,"26",2022-10-26 11:00:00
"00:00",2022-10-26,"NZD","ANZ Business Confidence(Oct)",42.7,0.04,42,36.7,"26",2022-10-26 11:00:00
"00:30",2022-10-26,"AUD","Consumer Price Index (QoQ)(Q3)",0.018,1.85,0.015,0.018,"26",2022-10-26 11:30:00
"00:30",2022-10-26,"AUD","Consumer Price Index (YoY)(Q3)",0.073,1.25,0.07,0.061,"26",2022-10-26 11:30:00
"00:30",2022-10-26,"AUD","Monthly Consumer Price Index (YoY)(Sep)",0.073,NA,NA,0.068,"26",2022-10-26 11:30:00
"00:30",2022-10-26,"AUD","RBA Trimmed Mean CPI (QoQ)(Q3)",0.018,2.5,0.015,0.015,"26",2022-10-26 11:30:00
"00:30",2022-10-26,"AUD","RBA Trimmed Mean CPI (YoY)(Q3)",0.061,4.56,0.056,0.049,"26",2022-10-26 11:30:00
"05:00",2022-10-26,"JPY","Coincident Index(Aug)",101.8,0.05,101.7,101.7,"26",2022-10-26 16:00:00
"05:00",2022-10-26,"JPY","Leading Economic Index(Aug)",101.3,0.34,100.9,100.9,"26",2022-10-26 16:00:00
"06:45",2022-10-26,"EUR","Consumer Confidence(Oct)",82,2.43,77,79,"26",2022-10-26 17:45:00
"08:00",2022-10-26,"EUR","Trade Balance non-EU(Sep)",5.44e+10,NA,NA,7.762e+11,"26",2022-10-26 19:00:00
"08:00",2022-10-26,"EUR","M3 Money Supply (3m)(Sep)",0.06,NA,NA,0.058,"26",2022-10-26 19:00:00
"08:00",2022-10-26,"EUR","M3 Money Supply (YoY)(Sep)",0.063,0.54,0.061,0.061,"26",2022-10-26 19:00:00
"08:00",2022-10-26,"EUR","Private Loans (YoY)(Sep)",0.044,0,0.044,0.045,"26",2022-10-26 19:00:00
"08:00",2022-10-26,"CHF","ZEW Survey – Expectations(Oct)",53.1,0.42,43.8,69.2,"26",2022-10-26 19:00:00
"11:00",2022-10-26,"USD","MBA Mortgage Applications(Oct 21)",0.017,NA,NA,0.045,"26",2022-10-26 22:00:00
"12:30",2022-10-26,"USD","Goods Trade Balance(Sep) Prel",9.22e+10,NA,NA,8.76e+10,"26",2022-10-26 23:30:00
"12:30",2022-10-26,"USD","Wholesale Inventories(Sep) Prel",0.008,0.68,0.01,0.014,"26",2022-10-26 23:30:00
"14:00",2022-10-27,"USD","New Home Sales (MoM)(Sep)",60300000,0.14,58500000,67700000,"26",2022-10-27 01:00:00
"14:00",2022-10-27,"USD","New Home Sales Change (MoM)(Sep)",0.109,0.3,0.139,0.247,"26",2022-10-27 01:00:00
"14:00",2022-10-27,"CAD","BoC Interest Rate Decision",0.0375,2.5,0.04,0.0325,"26",2022-10-27 01:00:00
"14:30",2022-10-27,"USD","EIA Crude Oil Stocks Change(Oct 21)",258800000,0.39,102900000,172500000,"26",2022-10-27 01:30:00
"17:00",2022-10-27,"USD","5-Year Note Auction",0.04192,NA,NA,0.04228,"26",2022-10-27 04:00:00
"23:50",2022-10-27,"JPY","Foreign Bond Investment(Oct 21)",1.645e+11,NA,NA,4.004e+11,"26",2022-10-27 10:50:00
"23:50",2022-10-27,"JPY","Foreign Investment in Japan Stocks(Oct 21)",3.566e+11,NA,NA,4.087e+11,"26",2022-10-27 10:50:00
"00:30",2022-10-27,"AUD","Export Price Index (QoQ)(Q3)",0.036,1.61,0.096,0.101,"27",2022-10-27 11:30:00
"00:30",2022-10-27,"AUD","Import Price Index (QoQ)(Q3)",0.03,1.46,0.011,0.043,"27",2022-10-27 11:30:00
"06:00",2022-10-27,"EUR","Gfk Consumer Confidence Survey(Nov)",41.9,0,41.9,42.8,"27",2022-10-27 17:00:00
"07:00",2022-10-27,"EUR","Unemployment Survey(Q3)",0.1267,1.9,0.1178,0.1248,"27",2022-10-27 18:00:00
"07:05",2022-10-27,"CNY","FDI - Foreign Direct Investment (YTD) (YoY)(Sep)",0.156,NA,NA,0.164,"27",2022-10-27 18:05:00
"08:00",2022-10-27,"EUR","Business Confidence(Oct)",100.4,0.41,100,101.2,"27",2022-10-27 19:00:00
"08:00",2022-10-27,"EUR","Consumer Confidence(Oct)",90.1,1.12,93.8,94.8,"27",2022-10-27 19:00:00
"09:00",2022-10-27,"EUR","Industrial Sales n.s.a. (YoY)(Aug)",0.231,0.67,0.177,0.162,"27",2022-10-27 20:00:00
"09:00",2022-10-27,"EUR","Industrial Sales s.a. (MoM)(Aug)",0.036,2.29,0.002,0.002,"27",2022-10-27 20:00:00
"12:15",2022-10-27,"EUR","ECB Rate On Deposit Facility",0.015,0,0.015,0.0075,"27",2022-10-27 23:15:00
"12:15",2022-10-27,"EUR","ECB Rate On Main Refinancing Operations",0.02,0,0.02,0.0125,"27",2022-10-27 23:15:00
"12:30",2022-10-27,"USD","Continuing Jobless Claims(Oct 14)",143800000,1.27,138800000,138300000,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Core Personal Consumption Expenditures (QoQ)(Q3) Prel",0.045,0,0.045,0.047,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Durable Goods Orders(Sep)",0.004,0.2,0.006,0.002,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Durable Goods Orders ex Defense(Sep)",0.014,1.59,0,0.003,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Durable Goods Orders ex Transportation(Sep)",0.005,3.12,0.002,0,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Gross Domestic Product Annualized(Q3) Prel",0.026,0.35,0.024,0.006,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Gross Domestic Product Price Index(Q3) Prel",0.041,3.68,0.053,0.091,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Initial Jobless Claims(Oct 21)",217000,0.21,220000,214000,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Initial Jobless Claims 4-week average(Oct 21)",219000,NA,NA,2122500,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Nondefense Capital Goods Orders ex Aircraft(Sep)",0.007,2.77,0.005,0.008,"27",2022-10-27 23:30:00
"12:30",2022-10-27,"USD","Personal Consumption Expenditures Prices (QoQ)(Q3) Prel",0.042,9.8,0.079,0.073,"27",2022-10-27 23:30:00
"14:30",2022-10-28,"USD","EIA Natural Gas Storage Change(Oct 21)",5.2e+10,0.85,5.9e+10,1.11e+11,"27",2022-10-28 01:30:00
"15:00",2022-10-28,"USD","Kansas Fed Manufacturing Activity(Oct)",22,NA,NA,2,"27",2022-10-28 02:00:00
"15:30",2022-10-28,"USD","4-Week Bill Auction",0.036,NA,NA,0.0343,"27",2022-10-28 02:30:00
"17:00",2022-10-28,"USD","7-Year Note Auction",0.04027,NA,NA,0.03898,"27",2022-10-28 04:00:00
"21:00",2022-10-28,"NZD","ANZ – Roy Morgan Consumer Confidence(Oct)",85.4,NA,NA,85.4,"27",2022-10-28 08:00:00
"23:30",2022-10-28,"JPY","Jobs / Applicants Ratio(Sep)",1.34,1.02,1.33,1.32,"27",2022-10-28 10:30:00
"23:30",2022-10-28,"JPY","Tokyo Consumer Price Index (YoY)(Oct)",0.035,0.39,0.031,0.028,"27",2022-10-28 10:30:00
"23:30",2022-10-28,"JPY","Tokyo CPI ex Food, Energy (YoY)(Oct)",0.022,0.2,0.021,0.017,"27",2022-10-28 10:30:00
"23:30",2022-10-28,"JPY","Tokyo CPI ex Fresh Food (YoY)(Oct)",0.034,8.02,0.028,0.028,"27",2022-10-28 10:30:00
"23:30",2022-10-28,"JPY","Unemployment Rate(Sep)",0.026,1.34,0.025,0.025,"27",2022-10-28 10:30:00
"00:30",2022-10-28,"AUD","Producer Price Index (QoQ)(Q3)",0.019,1.75,0.015,0.014,"28",2022-10-28 11:30:00
"00:30",2022-10-28,"AUD","Producer Price Index (YoY)(Q3)",0.064,0,0.064,0.056,"28",2022-10-28 11:30:00
"03:00",2022-10-28,"JPY","BoJ Interest Rate Decision",0.001,0,0.001,0.001,"28",2022-10-28 14:00:00
"05:30",2022-10-28,"EUR","Consumer Spending (MoM)(Sep)",0.012,0.14,0.011,0.001,"28",2022-10-28 16:30:00
"05:30",2022-10-28,"EUR","Gross Domestic Product (QoQ)(Q3) Prel",0.002,0,0.002,0.005,"28",2022-10-28 16:30:00
"06:45",2022-10-28,"EUR","Consumer Price Index (EU norm) (MoM)(Oct) Prel",0.013,3.91,0.006,0.005,"28",2022-10-28 17:45:00
"06:45",2022-10-28,"EUR","Consumer Price Index (EU norm) (YoY)(Oct) Prel",0.071,3.28,0.064,0.062,"28",2022-10-28 17:45:00
"06:45",2022-10-28,"EUR","Producer Prices (MoM)(Sep)",0.01,NA,NA,0.028,"28",2022-10-28 17:45:00
"07:00",2022-10-28,"EUR","Consumer Price Index (MoM)(Oct) Prel",0.004,0.6,0.0095,0.007,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"EUR","Consumer Price Index (YoY)(Oct) Prel",0.073,1.59,0.08,0.089,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"EUR","Gross Domestic Product - Estimated (QoQ)(Q3)",0.002,0.18,0.003,0.015,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"EUR","Gross Domestic Product - Estimated (YoY)(Q3)",0.038,0.16,0.039,0.068,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"EUR","Harmonized Index of Consumer Prices (MoM)(Oct) Prel",0.001,0.78,0.003,0.002,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"EUR","Harmonized Index of Consumer Prices (YoY)(Oct) Prel",0.073,2.35,0.081,0.09,"28",2022-10-28 18:00:00
"07:00",2022-10-28,"CHF","KOF Leading Indicator(Oct)",90.9,0.42,93.2,92.3,"28",2022-10-28 18:00:00
"08:00",2022-10-28,"EUR","Producer Price Index (MoM)(Sep)",0.028,0.5,0.044,0.028,"28",2022-10-28 19:00:00
"08:00",2022-10-28,"EUR","Producer Price Index (YoY)(Sep)",0.418,0.8,0.442,0.401,"28",2022-10-28 19:00:00
"08:00",2022-10-28,"EUR","Gross Domestic Product (QoQ)(Q3) Prel",0.003,2.99,0.002,0.001,"28",2022-10-28 19:00:00
"08:00",2022-10-28,"EUR","Gross Domestic Product (YoY)(Q3) Prel",0.012,1.67,0.008,0.016,"28",2022-10-28 19:00:00
"08:00",2022-10-28,"EUR","Gross Domestic Product w.d.a (YoY)(Q3) Prel",0.011,1.61,0.007,0.017,"28",2022-10-28 19:00:00
"09:00",2022-10-28,"EUR","Consumer Price Index (EU Norm) (MoM)(Oct) Prel",0.04,9.29,0.014,0.016,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Consumer Price Index (EU Norm) (YoY)(Oct) Prel",0.128,10.36,0.099,0.094,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Consumer Price Index (MoM)(Oct) Prel",0.035,23.47,0.012,0.003,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Consumer Price Index (YoY)(Oct) Prel",0.119,14.38,0.096,0.089,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Business Climate(Oct)",0.76,NA,NA,0.82,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Consumer Confidence(Oct)",27.6,0,27.6,28.8,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Economic Sentiment Indicator(Oct)",92.5,0,92.5,93.6,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Industrial Confidence(Oct)",1.2,0.29,1.8,0.3,"28",2022-10-28 20:00:00
"09:00",2022-10-28,"EUR","Services Sentiment(Oct)",1.8,0.73,3.3,4.4,"28",2022-10-28 20:00:00
"09:30",2022-10-28,"EUR","10-y Bond Auction",0.0424,NA,NA,0.047,"28",2022-10-28 20:30:00
"09:30",2022-10-28,"EUR","5-y Bond Auction",0.0348,NA,NA,0.0412,"28",2022-10-28 20:30:00
"12:00",2022-10-28,"EUR","Consumer Price Index (MoM)(Oct) Prel",0.009,1.25,0.006,0.019,"28",2022-10-28 23:00:00
"12:00",2022-10-28,"EUR","Consumer Price Index (YoY)(Oct) Prel",0.104,1.29,0.101,0.1,"28",2022-10-28 23:00:00
"12:00",2022-10-28,"EUR","Harmonized Index of Consumer Prices (MoM)(Oct) Prel",0.011,1.39,0.006,0.022,"28",2022-10-28 23:00:00
"12:00",2022-10-28,"EUR","Harmonized Index of Consumer Prices (YoY)(Oct) Prel",0.116,1.94,0.109,0.109,"28",2022-10-28 23:00:00
"12:30",2022-10-28,"USD","Core Personal Consumption Expenditures - Price Index (MoM)(Sep)",0.005,0,0.005,0.005,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Core Personal Consumption Expenditures - Price Index (YoY)(Sep)",0.051,0.98,0.052,0.049,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Employment Cost Index(Q3)",0.012,0,0.012,0.013,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Personal Consumption Expenditures - Price Index (MoM)(Sep)",0.003,0.4,0.005,0.003,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Personal Consumption Expenditures - Price Index (YoY)(Sep)",0.062,0.91,0.058,0.062,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Personal Income (MoM)(Sep)",0.004,0.58,0.003,0.004,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"USD","Personal Spending(Sep)",0.006,0.82,0.004,0.006,"28",2022-10-28 23:30:00
"12:30",2022-10-28,"CAD","Gross Domestic Product (MoM)(Aug)",0.001,1.02,0,0.001,"28",2022-10-28 23:30:00
"14:00",2022-10-29,"USD","Michigan Consumer Sentiment Index(Oct)",59.9,0.06,59.8,59.8,"28",2022-10-29 01:00:00
"14:00",2022-10-29,"USD","Pending Home Sales (MoM)(Sep)",0.102,1.29,0.05,0.019,"28",2022-10-29 01:00:00
"14:00",2022-10-29,"USD","Pending Home Sales (YoY)(Sep)",0.31,2.76,0.105,0.242,"28",2022-10-29 01:00:00
"14:00",2022-10-29,"USD","UoM 5-year Consumer Inflation Expectation(Oct)",0.029,NA,NA,0.029,"28",2022-10-29 01:00:00
"17:00",2022-10-29,"USD","Baker Hughes US Oil Rig Count",610,NA,NA,612,"28",2022-10-29 04:00:00
"19:30",2022-10-29,"USD","CFTC Gold NC Net Positions",68000,NA,NA,77000,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"USD","CFTC Oil NC Net Positions",249100,NA,NA,251500,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"USD","CFTC S&P 500 NC Net Positions",219100,NA,NA,223200,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"GBP","CFTC GBP NC Net Positions",47800,NA,NA,51200,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"JPY","CFTC JPY NC Net Positions",102600,NA,NA,94300,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"EUR","CFTC EUR NC Net Positions",74900,NA,NA,48100,"28",2022-10-29 06:30:00
"19:30",2022-10-29,"AUD","CFTC AUD NC Net Positions",51400,NA,NA,35400,"28",2022-10-29 06:30:00
"23:50",2022-10-31,"JPY","Industrial Production (MoM)(Sep) Prel",0.016,0.63,0.01,0.034,"30",2022-10-31 10:50:00
"23:50",2022-10-31,"JPY","Industrial Production (YoY)(Sep) Prel",0.098,1.12,0.087,0.058,"30",2022-10-31 10:50:00
"23:50",2022-10-31,"JPY","Large Retailer Sales(Sep)",0.041,0.17,0.036,0.038,"30",2022-10-31 10:50:00
"23:50",2022-10-31,"JPY","Retail Trade (YoY)(Sep)",0.045,0.47,0.041,0.041,"30",2022-10-31 10:50:00
"23:50",2022-10-31,"JPY","Retail Trade s.a (MoM)(Sep)",0.011,0.41,0.006,0.014,"30",2022-10-31 10:50:00
"00:00",2022-10-31,"AUD","TD Securities Inflation (MoM)(Oct)",0.004,NA,NA,0.005,"31",2022-10-31 11:00:00
"00:00",2022-10-31,"AUD","TD Securities Inflation (YoY)(Oct)",0.052,NA,NA,0.05,"31",2022-10-31 11:00:00
"00:30",2022-10-31,"AUD","Private Sector Credit (MoM)(Sep)",0.007,0.58,0.008,0.008,"31",2022-10-31 11:30:00
"00:30",2022-10-31,"AUD","Private Sector Credit (YoY)(Sep)",0.094,NA,NA,0.093,"31",2022-10-31 11:30:00
"00:30",2022-10-31,"AUD","Retail Sales s.a. (MoM)(Sep)",0.006,0,0.006,0.006,"31",2022-10-31 11:30:00
"01:30",2022-10-31,"CNY","NBS Manufacturing PMI(Oct)",49.2,1.22,50,50.1,"31",2022-10-31 12:30:00
